10,10,x
0,0,u
0,1,u
0,2,u
0,3,u
0,4,u
0,5,u
0,6,u
0,7,b
0,8,b
0,9,b
1,0,u
1,1,u
1,2,u
1,3,b
1,4,u
1,5,u
1,6,u
1,7,u
1,8,u
1,9,b
2,0,u
2,1,b
2,2,u
2,3,u
2,4,u
2,5,b
2,6,u
2,7,u
2,8,u
2,9,b
3,0,u
3,1,b
3,2,b
3,3,u
3,4,u
3,5,u
3,6,u
3,7,u
3,8,b
3,9,u
4,0,u
4,1,u
4,2,u
4,3,u
4,4,u
4,5,b
4,6,b
4,7,b
4,8,u
4,9,b
5,0,u
5,1,u
5,2,u
5,3,u
5,4,u
5,5,u
5,6,u
5,7,u
5,8,u
5,9,b
6,0,b
6,1,b
6,2,u
6,3,b
6,4,u
6,5,u
6,6,u
6,7,u
6,8,u
6,9,u
7,0,u
7,1,b
7,2,u
7,3,b
7,4,u
7,5,b
7,6,b
7,7,b
7,8,u
7,9,u
8,0,u
8,1,u
8,2,u
8,3,b
8,4,b
8,5,u
8,6,b
8,7,u
8,8,u
8,9,u
9,0,b
9,1,u
9,2,u
9,3,u
9,4,b
9,5,u
9,6,u
9,7,u
9,8,u
9,9,u
