101,101,x
0,0,u
0,1,u
0,2,u
0,3,u
0,4,u
0,5,u
0,6,u
0,7,u
0,8,b
0,9,b
0,10,u
0,11,b
0,12,u
0,13,b
0,14,u
0,15,u
0,16,b
0,17,u
0,18,u
0,19,b
0,20,u
0,21,u
0,22,b
0,23,u
0,24,u
0,25,u
0,26,u
0,27,b
0,28,u
0,29,u
0,30,u
0,31,b
0,32,b
0,33,u
0,34,u
0,35,u
0,36,u
0,37,b
0,38,u
0,39,u
0,40,u
0,41,u
0,42,u
0,43,u
0,44,u
0,45,u
0,46,b
0,47,u
0,48,u
0,49,u
0,50,b
0,51,u
0,52,u
0,53,b
0,54,u
0,55,u
0,56,b
0,57,u
0,58,u
0,59,u
0,60,b
0,61,u
0,62,u
0,63,u
0,64,b
0,65,b
0,66,u
0,67,b
0,68,b
0,69,u
0,70,u
0,71,u
0,72,b
0,73,u
0,74,u
0,75,u
0,76,u
0,77,u
0,78,u
0,79,b
0,80,u
0,81,u
0,82,b
0,83,b
0,84,u
0,85,u
0,86,u
0,87,u
0,88,u
0,89,u
0,90,u
0,91,u
0,92,u
0,93,b
0,94,u
0,95,u
0,96,u
0,97,b
0,98,u
0,99,u
0,100,u
1,0,u
1,1,u
1,2,b
1,3,u
1,4,u
1,5,b
1,6,b
1,7,b
1,8,u
1,9,b
1,10,u
1,11,u
1,12,u
1,13,u
1,14,u
1,15,u
1,16,b
1,17,u
1,18,u
1,19,u
1,20,u
1,21,u
1,22,u
1,23,u
1,24,b
1,25,u
1,26,u
1,27,u
1,28,u
1,29,u
1,30,u
1,31,u
1,32,u
1,33,u
1,34,b
1,35,u
1,36,u
1,37,u
1,38,b
1,39,u
1,40,u
1,41,u
1,42,u
1,43,u
1,44,u
1,45,u
1,46,b
1,47,u
1,48,b
1,49,u
1,50,u
1,51,u
1,52,b
1,53,b
1,54,u
1,55,u
1,56,u
1,57,u
1,58,b
1,59,u
1,60,u
1,61,b
1,62,b
1,63,u
1,64,u
1,65,u
1,66,b
1,67,u
1,68,u
1,69,b
1,70,b
1,71,b
1,72,u
1,73,b
1,74,b
1,75,b
1,76,u
1,77,u
1,78,u
1,79,u
1,80,u
1,81,u
1,82,u
1,83,u
1,84,b
1,85,b
1,86,u
1,87,u
1,88,b
1,89,b
1,90,u
1,91,u
1,92,u
